rollout/ep_rew_std_custom,rollout/reward_sum_finished_eps,time/total_timesteps,rollout/reward_sum_all,rollout/steps_this_iter,rollout/ep_len_std_custom,rollout/ep_len_mean_this_rollout,rollout/ep_rew_mean_this_rollout,rollout/success_rate,rollout/reward_std_all,rollout/reward_mean_all,time/iterations,time/time_elapsed,time/fps,rollout/episodes_finished,rollout/ep_len_std_this_rollout,rollout/ep_len_mean_custom,rollout/ep_rew_mean_custom,rollout/ep_rew_std_this_rollout,train/n_updates,train/approx_kl,train/loss,train/explained_variance,train/value_loss,train/entropy_loss,train/clip_range,train/policy_gradient_loss,train/clip_fraction,train/learning_rate
38.10167762632677,-8061.78726875782,5120,-9295.954482078552,5120,24.017443660806205,6.3198847262247835,-11.616408168238934,0.7896253602305475,0.7649141966338886,-1.8156161097809673,1,5,916,694,18.695920496578328,8.68,-14.919862542152405,32.54211040802108,,,,,,,,,,
148.68315609293123,-7726.221656799316,10240,-8032.309451580048,5120,92.0225380002095,44.74766355140187,-72.20767903550762,0.04672897196261682,0.5125942497930656,-1.568810439761728,2,14,707,107,89.56646291770005,46.35,-74.59268013238906,144.7629495206707,210,0.0025875275,377.2167053222656,0.0912209153175354,1295.612901763916,-1.4557970966398717,0.2,-0.0015310050534026232,0.0,0.0003
155.1243822326816,-7158.572156429291,15360,-7862.839887619019,5120,100.3861026238194,49.73626373626374,-78.66562809262958,0.054945054945054944,0.5428677624607744,-1.5357109155505895,3,23,657,91,104.40231094710154,48.48,-76.7208675980568,161.29464024159597,220,0.0055280603,83.85350799560547,0.7030303478240967,316.22870060443876,-1.478715623319149,0.2,-0.005622793486109004,0.027890625,0.0003
172.3890274693641,-8838.788034439087,20480,-8218.129399299622,5120,117.21555186919524,54.794117647058826,-86.6547846513636,0.0196078431372549,0.5119778594674304,-1.6051033983007073,4,32,631,102,116.20226941148057,55.12,-87.19250361680984,170.92514302232647,230,0.0075605824,124.52046966552734,0.7584240436553955,213.73635232448578,-1.4697706912457944,0.2,-0.004994947559607681,0.0441015625,0.0003
215.23152416509504,-8624.222381830215,25600,-8838.2729139328,5120,131.94084242568715,72.52777777777777,-119.78086641430855,0.013888888888888888,0.6298144285478162,-1.7262251785025,5,38,662,72,143.82628142448468,66.71,-108.51432793617249,241.05549105022038,240,0.009330037,108.6250228881836,0.7991927862167358,216.82494592666626,-1.4439320458471776,0.2,-0.004950748662522529,0.07798828125,0.0003
101.56040124375977,-8874.435735464096,30720,-8484.135480880737,5120,74.25220535445393,34.76973684210526,-58.384445628053264,0.013157894736842105,0.5053916357710366,-1.657057711109519,6,47,646,152,73.84545298287861,34.1,-54.88465815901756,120.48479758275568,250,0.0062824464,133.00564575195312,0.8130514621734619,236.42653628587723,-1.3643856044113636,0.2,-0.0029117832260089926,0.0623046875,0.0003
181.26176050020115,-9335.31794989109,35840,-8712.415236473083,5120,100.60597348070341,41.73684210526316,-70.19036052549691,0.03007518796992481,0.6949796435837977,-1.701643600873649,7,56,635,133,89.55813793972443,45.59,-76.93624306797982,160.44696214666834,260,0.007188079,50.4852180480957,0.8641728162765503,164.77737612485885,-1.3912649370729924,0.2,-0.0034495789697393774,0.07021484375,0.0003
113.7558200002497,-6737.215444922447,40960,-8371.724696159363,5120,74.07124948318342,34.39316239316239,-57.583037990790146,0.008547008547008548,0.45162450150243155,-1.6351024797186255,8,65,625,117,69.7498530789075,34.5,-57.16040533065796,107.79144730599246,270,0.009291989,79.9279556274414,0.8284515142440796,184.7089751291275,-1.3874074152112008,0.2,-0.006787449604162248,0.0563671875,0.0003
