rollout/ep_len_std_custom,rollout/success_rate,rollout/reward_std_all,rollout/ep_len_mean_custom,time/time_elapsed,rollout/ep_len_std_this_rollout,rollout/reward_sum_finished_eps,rollout/ep_rew_mean_this_rollout,time/iterations,rollout/reward_mean_all,rollout/ep_len_mean_this_rollout,rollout/reward_sum_all,rollout/ep_rew_std_custom,time/total_timesteps,rollout/steps_this_iter,rollout/ep_rew_mean_custom,time/fps,rollout/episodes_finished,rollout/ep_rew_std_this_rollout,train/approx_kl,train/explained_variance,train/n_updates,train/clip_range,train/policy_gradient_loss,train/value_loss,train/entropy_loss,train/loss,train/clip_fraction,train/learning_rate
39.97465572084393,1.0,0.73784820809785,112.37,453,35.264243181259715,-7556.232166290283,-154.20881972020987,51,-1.4362469707266428,108.3265306122449,-7353.584490120411,48.000770676964166,261120,5120,-157.7474626636505,575,49,46.19141110082101,0.0039261864,0.8417760133743286,500,0.2,-0.0020550962738343516,158.41329213142396,-0.7579286364465951,93.38153076171875,0.04341796875,0.0003
43.27235144985767,1.0,0.7304107497607846,111.06,463,51.51133696697207,-7599.489641666412,-161.6912689716258,52,-1.4232723666355014,113.17021276595744,-7287.154517173767,58.393209697914536,266240,5120,-158.7193869638443,574,47,69.91990918811412,0.0040414976,0.9128779768943787,510,0.2,-0.001991181686753407,89.8179655623436,-0.7132556721568107,35.377052307128906,0.04416015625,0.0003
44.20851840991734,1.0,0.7021001132446653,112.13,473,36.652965900415914,-6677.192274093628,-158.98076843080065,53,-1.3846783760935069,113.47619047619048,-7089.553285598755,57.83177605911402,271360,5120,-159.06573925495147,573,42,41.94187780203399,0.0043752543,0.8649169206619263,520,0.2,-0.003921852113562636,152.4299469447136,-0.6803933599591255,101.6620864868164,0.04666015625,0.0003
49.984936730979264,1.0,0.6887401111886842,121.69,483,55.047294575620896,-7344.486837387085,-179.13382530212402,54,-1.3533749558031558,132.1219512195122,-6929.279773712158,61.558967792173966,276480,5120,-168.1565961790085,572,41,68.6743658507145,0.0036953012,0.8591296076774597,530,0.2,-0.0010391004220582545,137.0153478908539,-0.6860752119123936,59.477848052978516,0.02927734375,0.0003
46.77008017953358,1.0,0.6894714729232391,123.14,498,43.13382250613699,-6942.0956172943115,-165.2879908879598,55,-1.4143986810464413,118.4047619047619,-7241.721246957779,57.55390101210613,281600,5120,-169.87098735809326,565,42,52.48187122623342,0.0027199772,0.8544244170188904,540,0.2,-0.0008644849932170473,126.55034789085389,-0.6235667838156224,45.48240661621094,0.02296875,0.0003
45.321177169177766,1.0,0.7391629692389554,120.47,503,46.44165860863486,-7386.158527374268,-164.1368561638726,56,-1.387090602098033,117.4888888888889,-7101.903882741928,54.10955048393786,286720,5120,-167.52413248062135,569,45,55.82581271668281,0.0024175034,0.8904852867126465,550,0.2,-0.0015506048960378393,97.90121023416519,-0.630600574016571,54.09664535522461,0.03396484375,0.0003
53.577020260555734,1.0,0.6631151535646959,120.27,514,66.29700754842969,-6211.538987159729,-172.5427496433258,57,-1.3666364702396094,125.61111111111111,-6997.1787276268005,63.944332250371,291840,5120,-167.6140273666382,567,36,77.1897968072829,0.0021650672,0.8707630634307861,560,0.2,-0.0011395579762756825,139.14342071056365,-0.674751117900014,39.38486099243164,0.0272265625,0.0003
70.76517787725825,0.9777777777777777,0.7120288448696093,124.36,522,80.84828040499342,-7704.58202123642,-171.21293380525378,58,-1.3578625787049532,126.66666666666667,-6952.25640296936,89.14857460675563,296960,5120,-170.2979511499405,568,45,104.42670497521986,0.0026195212,0.8488702774047852,570,0.2,-0.0020504796883324163,132.19288568496705,-0.5760769751295447,50.27549362182617,0.03283203125,0.0003
68.84548714331245,1.0,0.715323545821008,122.17,532,36.5688190803936,-7000.695250034332,-162.8068662798682,59,-1.4419663501903415,114.02325581395348,-7382.867712974548,85.78218331149436,302080,5120,-168.4247421169281,567,43,47.48034574325859,0.0016663553,0.8400570154190063,580,0.2,-0.0013763610916794277,148.5395127081871,-0.619771776497364,39.52433776855469,0.02845703125,0.0003
47.32455916329279,1.0,0.7394202496263913,113.31,542,49.81841593198465,-7516.212744951248,-156.58776551981768,60,-1.3830098511651159,110.52083333333333,-7081.010437965393,64.24934451002116,307200,5120,-160.2050698494911,565,48,71.20656318173934,0.003162486,0.8947606086730957,590,0.2,-0.001009668807964772,106.99948086977005,-0.5985639959573745,47.13376235961914,0.02236328125,0.0003
45.61995177551155,1.0,0.7030016913643351,115.8,553,45.344277586213515,-6750.712778091431,-164.6515311729617,61,-1.3544627530500293,122.48780487804878,-6934.84929561615,58.23311353811212,312320,5120,-161.10592957735062,564,41,46.53157968427253,0.0039396184,0.866976261138916,600,0.2,-0.002282174369029235,138.62097360134123,-0.5719752264022827,62.12223815917969,0.03955078125,0.0003
64.81975007665487,1.0,0.691072560743334,124.6,563,84.70147337465114,-6092.0196232795715,-174.05770352227347,62,-1.24436129569076,141.05714285714285,-6371.129833936691,61.47788905154423,317440,5120,-164.26576434850693,563,35,62.81590423158318,0.0038371407,0.8736908435821533,610,0.2,-0.0016988959917216561,116.98722937583923,-0.6034528145194054,32.525634765625,0.034921875,0.0003
58.98614752634724,1.0,0.7326817789958694,125.12,573,40.51626994647626,-7428.268653869629,-158.0482692312687,63,-1.375062113488093,115.53191489361703,-7040.318021059036,47.78517767427553,322560,5120,-165.10064392566682,562,47,39.69119779778188,0.0032831617,0.8710971474647522,620,0.2,-0.00200062507588882,97.96425387620926,-0.6719163481146098,48.82487106323242,0.03103515625,0.0003
58.290222164613496,1.0,0.7196219110830725,123.1,582,41.648894168843526,-6705.194227695465,-159.6474816117968,64,-1.3498899455880746,118.19047619047619,-6911.436521410942,46.544388940517294,327680,5120,-162.77288198947906,562,42,43.28462824200883,0.0028193418,0.8998105525970459,630,0.2,-0.0019541805537301115,86.86282079458236,-0.6347685704380274,46.02847671508789,0.02671875,0.0003
46.694405446477205,1.0,0.6869725746516329,118.15,592,48.43745967740257,-6597.548126220703,-164.93870315551757,65,-1.3236915410496295,119.75,-6777.300690174103,47.91345189670029,332800,5120,-159.480091919899,561,40,51.727054052185125,0.004099699,0.8575968742370605,640,0.2,-0.0012945118572679347,128.11340441703797,-0.6107687076553703,65.09577178955078,0.0322265625,0.0003
71.09777703979218,0.9444444444444444,0.7150932127263312,125.19,602,99.97791036888296,-6261.882648944855,-173.94118469291263,66,-1.2452507068403065,137.97222222222223,-6375.683619022369,66.3867910559564,337920,5120,-166.6108534526825,561,36,85.33028141502301,0.002545672,0.8635051250457764,650,0.2,-0.001839496874890756,104.13731261730194,-0.5588160734251142,35.99800109863281,0.0340234375,0.0003
