rollout/ep_len_std_this_rollout,rollout/reward_std_all,rollout/steps_this_iter,time/iterations,rollout/ep_rew_std_this_rollout,rollout/ep_rew_std_custom,rollout/ep_len_std_custom,rollout/success_rate,time/time_elapsed,rollout/reward_sum_finished_eps,rollout/ep_rew_mean_custom,rollout/reward_sum_all,rollout/ep_len_mean_custom,rollout/ep_len_mean_this_rollout,time/fps,rollout/reward_mean_all,rollout/ep_rew_mean_this_rollout,time/total_timesteps,rollout/episodes_finished
114.3,0.5550109204187418,5120,1,342.05530918861797,342.05530918861797,114.3,0.1,5,-10080.932083129883,-1008.0932083129883,-11190.816977500916,461.9,461.9,860,-2.1857064409181475,-1008.0932083129883,5120,10
