time/fps,time/time_elapsed,rollout/success_rate,time/iterations,time/total_timesteps,train/policy_gradient_loss,train/value_loss,train/learning_rate,train/clip_fraction,train/clip_range,train/explained_variance,train/loss,train/entropy_loss,train/n_updates,train/approx_kl
845,6,0.0,1,5120,,,,,,,,,,
704,14,0.18181818181818182,2,10240,-0.006100368009065278,230.0324878025055,0.0003,0.073828125,0.2,0.004691183567047119,21.48114013671875,-1.603746691197157,10,0.0072389217
674,22,0.0,3,15360,-0.0030543304755701684,136.3112456393242,0.0003,0.02369140625,0.2,0.05761563777923584,20.27752685546875,-1.6023987145721912,20,0.0066453395
875,23,0.18181818181818182,4,20480,-0.002398286060488317,121.52473357439041,0.0003,0.024921875,0.2,0.10108768939971924,19.759645462036133,-1.5984830164909363,30,0.006650129
828,30,0.2,5,25600,-0.0029462615062948315,117.30672620534897,0.0003,0.03771484375,0.2,0.21439945697784424,49.25774383544922,-1.5925562557578088,40,0.009647111
788,38,0.1,6,30720,-0.0020615185934002513,117.7068661236763,0.0003,0.01947265625,0.2,0.5349484086036682,48.02268981933594,-1.5787811946868897,50,0.0079781655
