rollout/ep_len_mean_custom,rollout/reward_sum_all,rollout/success_rate,rollout/episodes_finished,rollout/reward_mean_all,rollout/ep_rew_std_this_rollout,rollout/ep_rew_mean_this_rollout,rollout/steps_this_iter,rollout/ep_len_mean_this_rollout,rollout/ep_rew_mean_custom,time/iterations,rollout/ep_len_std_this_rollout,rollout/ep_len_std_custom,time/total_timesteps,rollout/ep_rew_std_custom,rollout/reward_sum_finished_eps,rollout/reward_std_all,time/fps,time/time_elapsed,train/clip_range,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/learning_rate,train/loss,train/explained_variance,train/value_loss,train/clip_fraction,train/n_updates
458.3,-7482.5488266944885,0.1,10,-1.4614353177137673,212.4441152297789,-661.2173767089844,5120,458.3,-661.2173767089844,1,125.09999999999998,125.09999999999998,5120,212.4441152297789,-6612.173767089844,0.7392654617468176,1057,4,,,,,,,,,,
479.15,-7418.001125335693,0.0,10,-1.4488283447921275,149.81137114696642,-733.0931335449219,5120,500.0,-697.1552551269531,2,0.0,90.88304297282305,10240,187.29523649984682,-7330.931335449219,0.4368954723543125,771,13,0.2,-1.604166156500578,-0.0058360672963317485,0.007986674,0.0003,15.747623443603516,0.013167023658752441,186.7040541100502,0.04470703125,10
447.2,-7160.727657318115,0.3,10,-1.3985796205699443,247.5713943208239,-508.2780731201172,5120,383.3,-634.1961944580078,3,178.49316513525105,134.788822484161,15360,227.47429630540643,-5082.780731201172,0.48152166263141066,861,17,0.2,-1.5984182885289193,-0.002169236484915018,0.0053084185,0.0003,21.97667121887207,0.0655638575553894,171.07097969532012,0.0182421875,20
445.5609756097561,-7592.491271972656,0.18181818181818182,11,-1.4829084515571593,271.68852445551306,-675.1552720503373,5120,441.09090909090907,-645.185215275462,4,128.78343664353352,133.23169782887726,20480,240.82180775004193,-7426.707992553711,0.4047185116312903,822,24,0.2,-1.591795865148306,-0.004069450370734557,0.008996333,0.0003,26.62135124206543,0.03283447027206421,144.3628824567795,0.041015625,30
