rollout/success_rate,rollout/ep_rew_mean_this_rollout,rollout/steps_this_iter,rollout/ep_len_mean_custom,rollout/reward_mean_all,rollout/ep_rew_std_custom,rollout/reward_sum_all,rollout/reward_std_all,rollout/ep_len_std_custom,time/iterations,rollout/reward_sum_finished_eps,time/time_elapsed,rollout/episodes_finished,rollout/ep_rew_std_this_rollout,rollout/ep_len_mean_this_rollout,rollout/ep_rew_mean_custom,time/total_timesteps,time/fps,rollout/ep_len_std_this_rollout,train/loss,train/explained_variance,train/policy_gradient_loss,train/learning_rate,train/value_loss,train/clip_range,train/approx_kl,train/clip_fraction,train/entropy_loss,train/n_updates,eval/mean_ep_length,eval/mean_reward
1.0,-253.09676045384901,5120,166.95,-1.4529678938910364,116.85553251533831,-7439.195616722107,0.3882549334042109,77.37213645751292,11,-7339.806053161621,84,29,99.9093473837915,172.06896551724137,-252.44116216659546,56320,665,71.09388209504134,87.08140563964844,0.7721771597862244,-0.0034002226090524344,0.0003,185.92244025707245,0.2,0.008404289,0.04203125,-1.5524938341975212,100,,
1.0,-265.2923454557146,5120,174.42,-1.44600448589772,107.94748316024163,-7403.542967796326,0.39717628354787393,73.38530915653351,12,-7428.18567276001,92,28,98.04359777803384,190.42857142857142,-255.0980721282959,61440,666,64.94746699747232,60.4963264465332,0.8096679449081421,-0.004198690996563528,0.0003,169.91242264032363,0.2,0.008746223,0.03982421875,-1.5560817265510558,110,,
1.0,-219.70282714896732,5120,165.67,-1.5628800505772233,109.55066417023727,-8001.945858955383,0.4663719625360018,73.75188878937271,13,-7909.3017773628235,100,36,120.57059842866262,140.55555555555554,-244.07406807422637,66560,661,74.95904231439565,85.39154815673828,0.8352459073066711,-0.0015296786502585747,0.0003,164.38303323745728,0.2,0.0058459183,0.01814453125,-1.5335949692130089,120,,
1.0,-242.182854681304,5120,163.79,-1.489391104131937,110.90287715010237,-7625.682453155518,0.45020252621691864,73.17079950362712,14,-7992.034204483032,109,33,110.13467154441418,161.57575757575756,-241.60825548648833,71680,656,70.98912861841478,38.614784240722656,0.7660470008850098,-0.0030556254426483066,0.0003,231.9541472053528,0.2,0.0071086213,0.04734375,-1.546159544736147,130,,
1.0,-263.6636955826371,5120,159.27,-1.425730321649462,113.83983496052412,-7299.739246845245,0.450516264833812,74.57906609766577,15,-7118.919780731201,117,27,104.3357031371052,184.0,-237.95385759830475,76800,652,70.45408276159571,66.99380493164062,0.801881730556488,-0.00233840138243977,0.0003,244.7028955078125,0.2,0.004305878,0.02328125,-1.5453312763571738,140,,
1.0,-252.2153331211635,5120,172.05,-1.4237357432954014,103.6240242892829,-7289.527005672455,0.43642341327079004,69.2026552958772,16,-7062.029327392578,126,28,92.98858381531117,179.28571428571428,-250.4067722129822,81920,648,64.89654246945514,44.44355010986328,0.8552129864692688,-0.0019929043621232266,0.0003,175.64749952793122,0.2,0.00486072,0.02451171875,-1.5407176728546619,150,,
1.0,-231.9218618458715,5120,170.54,-1.3825053010135888,106.08371059575894,-7078.427141189575,0.4961653176384649,72.47391530750909,17,-6725.733993530273,132,29,108.50468606760681,162.72413793103448,-244.60286001205444,87040,659,74.79161697065001,278.81689453125,0.8452240228652954,-0.0015281777532800333,0.0003,189.13902152776717,0.2,0.0044010235,0.01041015625,-1.5228022520244122,160,,
1.0,-249.79098256941765,5120,172.71,-1.4171676407568157,103.70748136294087,-7255.898320674896,0.4474177255777738,73.3022912329485,18,-7743.520459651947,140,31,95.26570374973231,179.58064516129033,-244.0086247396469,92160,656,70.9369434636908,42.95466995239258,0.8410876989364624,-0.0027245694211160297,0.0003,204.01251173734664,0.2,0.0063669696,0.01890625,-1.5088360452651977,170,,
1.0,-237.55601930618286,5120,166.43,-1.454702187050134,100.79705802388969,-7448.075197696686,0.4730033634329384,71.50528022460999,19,-7601.792617797852,148,32,92.99721195656683,162.40625,-237.55442517757416,97280,653,63.58697752635755,110.16187286376953,0.8475907444953918,-0.004406056677107699,0.0003,211.56445018291473,0.2,0.0057030045,0.04060546875,-1.4943928818404675,180,,
,,,,,,,,,,,,,,,,102400,,,42.97751998901367,0.8145543932914734,-0.003209835933230352,0.0003,236.54289602041246,0.2,0.0076347133,0.02314453125,-1.497094557285309,190,191.8,-235.1374743938446
1.0,-266.7052951225868,5120,172.34,-1.4599960865452886,95.62715272901924,-7475.179963111877,0.38652666010334336,68.10377669410119,20,-6934.337673187256,161,26,95.90844942761977,181.76923076923077,-246.8518549489975,102400,636,66.57402340039226,,,,,,,,,,,,
1.0,-268.9988455003308,5120,176.69,-1.4341373729519546,90.2204639692421,-7342.783349514008,0.4766435359420701,63.41619588086312,21,-8338.964210510254,166,31,80.4248753284495,187.3548387096774,-255.2208456802368,107520,645,56.150459388059446,87.25645446777344,0.8720376491546631,-0.0033859891950851306,0.0003,154.21797399163245,0.2,0.008393931,0.04326171875,-1.508144438713789,200,,
1.0,-200.24496214317554,5120,167.91,-1.4085166118107737,103.1403353147397,-7211.605052471161,0.5299795660283807,70.91432788936238,22,-6608.0837507247925,175,33,116.97473784107326,140.75757575757575,-241.68419264793397,112640,642,79.22848825832035,62.54944610595703,0.8504046201705933,-0.0040760448953369634,0.0003,212.42041256904602,0.2,0.008640204,0.0810546875,-1.5011347508430481,210,,
1.0,-228.12612090110778,5120,165.68,-1.3304060842841863,105.48913664061878,-6811.679151535034,0.5475142779520272,73.8648603870609,23,-6843.783627033234,183,30,97.02815066281434,172.16666666666666,-232.0399379682541,117760,640,71.63243368443902,117.2468032836914,0.8088798522949219,-0.0033100599123281425,0.0003,234.65855580329895,0.2,0.0046775313,0.027890625,-1.511468349546194,220,,
1.0,-232.37326238950092,5120,162.11,-1.3932572804391383,104.32893986703759,-7133.477275848389,0.47739221334949966,75.38406927196223,24,-6971.197871685028,192,30,96.46506904734619,172.2,-222.3502376842499,122880,638,73.12974770912314,145.52854919433594,0.8479338884353638,-0.0030163616992649623,0.0003,202.07278905391692,0.2,0.009807947,0.0459765625,-1.5092962838709354,230,,
1.0,-268.1535167694092,5120,172.58,-1.3654708835296332,100.36376051572483,-6991.210923671722,0.49630143956070566,72.70078128878671,25,-7508.298469543457,198,28,85.8903424100364,190.14285714285714,-236.2455621623993,128000,645,60.77106588648575,31.7272891998291,0.863911509513855,-0.002865226688591065,0.0003,187.4543708562851,0.2,0.0076941573,0.040703125,-1.4839906650781631,240,,
1.0,-236.29642132612375,5120,177.8,-1.3778535323217511,91.32020629218158,-7054.610085487366,0.5281711693530164,66.162376015376,26,-6143.7069544792175,206,26,74.60801767638524,177.65384615384616,-242.39006277561188,133120,643,54.8416898604115,51.33976364135742,0.8614081144332886,-0.004413623372965958,0.0003,196.90458639621735,0.2,0.008035153,0.0433984375,-1.457677595615387,250,,
1.0,-247.84582602977753,5120,181.49,-1.4325869116932153,84.5329852524768,-7334.844987869263,0.5171912462202352,59.524867912495196,27,-7931.066432952881,215,32,94.95707621464331,170.125,-253.1049424314499,138240,642,63.801327376473914,15.958085060119629,0.8661981821060181,-0.004656237321323715,0.0003,186.93999193668367,0.2,0.010226301,0.10037109375,-1.4118633721768856,260,,
1.0,-248.8082036336263,5120,179.32,-1.4089886058121919,83.36547201927914,-7214.021661758423,0.5776104863485718,56.24,28,-7464.246109008789,223,30,81.32067904559473,175.4,-251.21903117656709,143360,640,51.712409858111755,54.16461944580078,0.8300619125366211,-0.004241591956233606,0.0003,221.2636301469803,0.2,0.0070679425,0.06375,-1.436933556497097,270,,
1.0,-252.40551009544959,5120,175.57,-1.3551209008321166,87.40707326290814,-6938.219012260437,0.5429893906333048,57.576428336603165,29,-6562.543262481689,229,26,85.7905665895981,182.1153846153846,-246.3487093305588,148480,647,53.77326110128951,79.95758819580078,0.8509942293167114,-0.002316712904139422,0.0003,215.9100217938423,0.2,0.006512495,0.02576171875,-1.465701490789652,280,,
1.0,-207.86972370455342,5120,167.93,-1.3380946980789303,95.57102879540064,-6851.0448541641235,0.4662382788637743,65.85336058243345,30,-6443.961434841156,237,31,103.98170925977465,158.16129032258064,-232.24060723781585,153600,645,78.13928703910875,30.04730987548828,0.8779523968696594,-0.0038563502448960207,0.0003,165.8315162885189,0.2,0.008060525,0.05599609375,-1.450675031542778,290,,
1.0,-216.7686816079276,5120,166.93,-1.3894296107813715,92.31173298553833,-7113.879607200623,0.5601224435755213,65.56939148718706,31,-7586.903856277466,246,35,87.48217323220807,160.05714285714285,-227.85178481578828,158720,644,65.55039189471731,46.09199142456055,0.8387036323547363,-0.003000597911886871,0.0003,165.02111593723296,0.2,0.00596843,0.037734375,-1.4443051739037036,300,,
1.0,-200.60299126540914,5120,153.29,-1.3883197996765375,99.4523975167268,-7108.197374343872,0.5804203038730742,73.36024740961552,32,-6820.5017030239105,251,34,105.92931544285095,141.88235294117646,-208.51366994142532,163840,650,75.09631647028264,62.68278121948242,0.8541246652603149,-0.0045578089368063955,0.0003,180.9690381217003,0.2,0.009768087,0.0698828125,-1.3831391426920892,310,,
1.0,-233.1673327333787,5120,156.51,-1.406393986567855,101.43273065686088,-7200.737211227417,0.5183355980891542,72.99623209454033,33,-7927.6893129348755,260,34,107.99428922843443,167.94117647058823,-216.85089524030684,168960,648,76.85966630488498,106.25031280517578,0.8545251488685608,-0.0035648244837648236,0.0003,189.46678661108018,0.2,0.0065505244,0.03951171875,-1.382720117121935,320,,
1.0,-181.91876702838474,5120,143.41,-1.4497441292740405,107.75039584968783,-7422.689941883087,0.5713758007717791,76.88330052748776,34,-6549.075613021851,268,36,106.33374238083326,122.83333333333333,-202.7354886698723,174080,647,71.49689192933883,42.42097091674805,0.8525184988975525,-0.004268385160248727,0.0003,206.92736503124237,0.2,0.006359485,0.058828125,-1.3493310767412185,330,,
1.0,-197.4354942507214,5120,142.79,-1.4005921143107116,113.50702425522957,-7171.0316252708435,0.5360366556021946,79.58420634774215,35,-7107.6777930259705,277,36,117.41906598635946,140.83333333333334,-203.38660868167878,179200,645,82.32911595136518,69.54856872558594,0.8662362098693848,-0.002237726760940859,0.0003,160.81625064373017,0.2,0.006489505,0.03875,-1.3100084896385669,340,,
1.0,-240.67447707057,5120,144.95,-1.4421840835362674,114.20378922775411,-7383.9825077056885,0.4986855672010296,78.06655814111443,36,-7701.58326625824,283,32,111.73391087914372,166.4375,-208.44167335510255,184320,650,74.98122160747982,39.4812126159668,0.8361740708351135,-0.005763952551933471,0.0003,187.31566133737564,0.2,0.008413736,0.056875,-1.2810191576182843,350,,
1.0,-246.7928506174395,5120,158.03,-1.4523015298880637,109.0477542536922,-7435.783833026886,0.4660936728868048,74.051800113164,37,-7650.578369140625,291,31,87.9083434616077,170.7741935483871,-226.2203156709671,189440,649,58.05320678393247,74.2363052368164,0.865222156047821,-0.004821808159467764,0.0003,183.56067910194398,0.2,0.0069822646,0.063203125,-1.2899755492806435,360,,
1.0,-221.74017457962037,5120,159.43,-1.486969097983092,107.81092560562955,-7613.281781673431,0.4660173459332056,72.19684965426123,38,-7760.906110286713,300,35,112.58639241899196,149.54285714285714,-232.3618415403366,194560,648,75.15102617192846,36.250213623046875,0.8239262104034424,-0.0013501878117676825,0.0003,206.69035073280335,0.2,0.005103362,0.02072265625,-1.2827393220365046,370,,
1.0,-250.81744166782923,5120,166.47,-1.4313175056129694,99.02939169981063,-7328.345628738403,0.4751113007145086,66.56597554306555,39,-7022.888366699219,308,28,95.15851698071893,176.85714285714286,-241.41689237117768,199680,647,64.33823251586342,110.6637191772461,0.8353652954101562,-0.0025270026447833517,0.0003,205.14281059741973,0.2,0.0064352676,0.03732421875,-1.2353876522183418,380,,
,,,,,,,,,,,,,,,,204800,,,24.008697509765625,0.8577193021774292,-0.004348264000436757,0.0003,198.83413353919983,0.2,0.008692924,0.0713671875,-1.2516027887165546,390,149.0,-218.40379189252855
1.0,-205.90269223186704,5120,153.99,-1.454900572448969,105.97866929887142,-7449.090930938721,0.5719408326308865,71.00528078953002,40,-7412.496920347214,316,36,103.04927628629378,138.83333333333334,-225.28569534540176,204800,646,67.34591466616385,,,,,,,,,,,,
