rollout/success_rate,rollout/ep_rew_mean_this_rollout,rollout/steps_this_iter,rollout/ep_len_mean_custom,rollout/reward_mean_all,rollout/ep_rew_std_custom,rollout/reward_sum_all,rollout/reward_std_all,rollout/ep_len_std_custom,time/iterations,rollout/reward_sum_finished_eps,time/time_elapsed,rollout/episodes_finished,rollout/ep_rew_std_this_rollout,rollout/ep_len_mean_this_rollout,rollout/ep_rew_mean_custom,time/total_timesteps,time/fps,rollout/ep_len_std_this_rollout,train/loss,train/explained_variance,train/policy_gradient_loss,train/learning_rate,train/value_loss,train/clip_range,train/approx_kl,train/clip_fraction,train/entropy_loss,train/n_updates,eval/mean_ep_length,eval/mean_reward
0.15254237288135594,-44.688584897477746,5120,29.48,-1.531342848483473,51.802393091442596,-7840.475384235382,0.5127707590150964,34.682122195736525,11,-7909.879526853561,88,177,52.65991311137744,29.15819209039548,-44.32609045505524,56320,633,34.51467964295419,67.52207946777344,0.7666552662849426,-0.0050613141788926445,0.0003,116.8029890537262,0.2,0.009222125,0.0883984375,-0.94446384832263,500,,
0.13114754098360656,-42.97799886771239,5120,27.35,-1.5095013634301722,50.716410381810384,-7728.646980762482,0.49795833406759193,33.09754522619465,12,-7864.973792791367,97,183,50.44808074096134,28.497267759562842,-41.686269456148146,61440,627,33.31943004861233,78.22850799560547,0.7851719260215759,-0.0024046976323006675,0.0003,105.35415848493577,0.2,0.0031941005,0.0334765625,-0.9315073787420988,510,,
0.17647058823529413,-45.465172353912806,5120,30.97,-1.5332594256848098,52.27815900529419,-7850.288259506226,0.4973131453949637,34.01630638385067,13,-7729.079300165176,103,170,51.511409106642176,29.75294117647059,-47.39708667635918,66560,640,33.66510005833514,11.141743659973145,0.8354957699775696,-0.0021136693051084874,0.0003,82.96251933813095,0.2,0.0058948454,0.0543359375,-0.9201214688271284,520,,
0.14285714285714285,-44.24009580544063,5120,27.38,-1.5440635479986669,51.08877822403754,-7905.605365753174,0.513029930352717,32.579373842970035,14,-7742.01676595211,112,175,51.38594531168552,28.622857142857143,-42.47990799546242,71680,636,33.023377742911464,22.078975677490234,0.7815327048301697,-0.0035518775081436614,0.0003,103.02210692286491,0.2,0.00521247,0.0560546875,-0.8640909349918365,530,,
0.12562814070351758,-40.39224477808679,5120,24.4,-1.5361965571064502,49.66966664575364,-7865.326372385025,0.5241200228760788,32.16986167206815,15,-8038.056710839272,121,199,50.432197462483295,26.28643216080402,-37.59767878651619,76800,631,32.52789088244845,23.96297836303711,0.8051603436470032,-0.0020986235491000115,0.0003,95.70020977139473,0.2,0.0052297367,0.0408203125,-0.8860977587848902,540,,
0.10752688172043011,-42.14895148559283,5120,25.29,-1.545305347070098,51.11484388682279,-7911.963376998901,0.4675639853706939,32.62370150672667,16,-7839.704976320267,127,186,51.26637578825548,27.28494623655914,-39.51222654938698,81920,640,33.08508888785913,40.50791549682617,0.8350090980529785,-0.002985809681122191,0.0003,83.37939999699593,0.2,0.0062986263,0.0427734375,-0.9106366585940122,550,,
0.11173184357541899,-44.61273740922938,5120,29.32,-1.5447992673143744,51.51799936075065,-7909.372248649597,0.4331507820356872,33.83722210820505,17,-7985.67999625206,136,179,53.47524951512669,28.910614525139664,-44.882110189199445,87040,636,34.89285834249624,14.12218189239502,0.8400862216949463,-0.0025384961802046744,0.0003,75.72359759032726,0.2,0.0034097917,0.034296875,-0.7879435723274946,560,,
0.10362694300518134,-40.409479280827576,5120,25.02,-1.546032071299851,50.096051177768864,-7915.684205055237,0.477292015336855,32.384866836224596,18,-7799.029501199722,145,193,50.75079084799136,26.145077720207254,-38.49157454133034,92160,632,32.75153264015187,15.999517440795898,0.7966392636299133,-0.00215983600312029,0.0003,94.23769446372985,0.2,0.0064222636,0.05029296875,-0.8151168476790189,570,,
0.061224489795918366,-40.08740179331935,5120,25.08,-1.5345890631899237,50.08878351568126,-7857.09600353241,0.4279851060422184,32.99899392405775,19,-7857.130751490593,154,196,50.85919035773808,26.153061224489797,-38.22699842095375,97280,629,33.217849898110416,48.57601547241211,0.8309803605079651,-0.0027520690350502264,0.0003,84.12076977074146,0.2,0.0036384594,0.04888671875,-0.7496267499774695,580,,
,,,,,,,,,,,,,,,,102400,,,47.83383560180664,0.8494327664375305,-0.0036556295756599868,0.0003,74.36658595979213,0.2,0.0045186905,0.04888671875,-0.7306087039411068,590,37.0,-59.22120004892349
0.08602150537634409,-41.91422787853467,5120,29.77,-1.5420254323631526,51.205708090904494,-7895.170213699341,0.4662000065076952,33.32532220399377,20,-7796.046385407448,161,186,51.569671660402754,27.150537634408604,-45.37609244942665,102400,634,33.274339054230595,,,,,,,,,,,,
0.0663265306122449,-41.38210351369819,5120,26.59,-1.568312567844987,52.57748209764275,-8029.760347366333,0.45512538116890866,33.25059247592439,21,-8110.892288684845,170,196,51.91452534013052,26.346938775510203,-42.11310117840767,107520,630,32.998640058810686,33.0737419128418,0.8546788692474365,-0.0027431108339806085,0.0003,73.27622500181198,0.2,0.0037294813,0.037734375,-0.7166339261829853,600,,
0.11707317073170732,-38.73894299065194,5120,21.81,-1.5465085194446146,47.79712748262083,-7918.123619556427,0.5034304500077016,30.856342945981137,22,-7941.483313083649,179,205,50.40834446833269,25.014634146341464,-33.933967777490615,112640,627,32.44259140483806,81.26549530029297,0.8590008616447449,-0.0019095689269306604,0.0003,76.69069875001907,0.2,0.00423834,0.0326953125,-0.6939237195253373,610,,
0.09248554913294797,-45.85127063913841,5120,28.58,-1.5588187012821435,51.930391409819606,-7981.151750564575,0.44965971516949543,33.62117784968279,23,-7932.269820570946,191,173,53.521823179961864,29.439306358381504,-44.11009117245674,117760,616,34.494584706665705,46.06495666503906,0.8031286001205444,-0.00308070650571608,0.0003,98.20816835045815,0.2,0.004157652,0.04111328125,-0.68776288472116,620,,
0.143646408839779,-43.8158601449998,5120,29.85,-1.535576283559203,51.73898517788985,-7862.15057182312,0.4940591853299078,33.39801640816412,24,-7930.670686244965,194,181,51.26540973968934,28.596685082872927,-45.79083850979805,122880,631,33.13554600275703,53.110931396484375,0.8389574289321899,-0.004181988048076164,0.0003,82.62090065598488,0.2,0.004256985,0.052421875,-0.6460920059680939,630,,
0.07960199004975124,-40.18739563849435,5120,26.27,-1.5858827441930772,54.34197001952539,-8119.719650268555,0.4516759871009744,34.227139816233546,25,-8077.666523337364,203,201,53.44147395788786,25.398009950248756,-41.61891881465912,128000,629,33.78496230028593,65.08788299560547,0.8331421613693237,-0.0022908046818338333,0.0003,82.55549013137818,0.2,0.0026679053,0.02712890625,-0.6413143806159496,640,,
0.07211538461538461,-38.81399917201354,5120,25.71,-1.5610348347574472,50.285141438905264,-7992.49835395813,0.4562276580997031,32.81075890618808,26,-8073.311827778816,212,208,50.89212910037071,24.879807692307693,-39.40027334332466,133120,627,32.59350418944906,49.114723205566406,0.8240262269973755,-0.0025119802891276776,0.0003,87.20470845937729,0.2,0.0037169575,0.03708984375,-0.5995322615280747,650,,
0.16167664670658682,-45.678804922960474,5120,31.07,-1.4936967987567187,50.23899473811721,-7647.727609634399,0.4711459092088666,34.168481090033836,27,-7628.360422134399,218,167,51.365457865865885,30.389221556886227,-45.55872933030128,138240,633,34.05487827205619,7.481568813323975,0.8595829010009766,-0.002683041644486366,0.0003,74.08753752946853,0.2,0.0027968106,0.03330078125,-0.5905526359379292,660,,
0.12435233160621761,-40.89342390008541,5120,27.01,-1.5662847278639673,51.5678063107421,-8019.377806663513,0.47096058757952,32.52921609876266,28,-7892.430812716484,227,193,50.89414820246031,26.29015544041451,-42.86310060024262,143360,630,32.789464320756444,50.77054214477539,0.7859344482421875,-0.003191296969598625,0.0003,94.05012417912484,0.2,0.003393396,0.0326171875,-0.5558457478135824,670,,
0.12244897959183673,-40.41536203695803,5120,26.37,-1.5253783739171922,49.681235511181946,-7809.937274456024,0.4850250162061702,33.05227828758556,29,-7921.410959243774,236,196,50.62207002344103,26.392857142857142,-39.26276641607284,148480,628,32.87536373663912,27.699993133544922,0.8121679425239563,-0.0017344103004143109,0.0003,94.42954116582871,0.2,0.0014491336,0.02390625,-0.535947836600244,680,,
0.12972972972972974,-42.406182105476795,5120,28.99,-1.5271355111151934,51.284929473965754,-7818.93381690979,0.48948323704381375,33.29939789245446,30,-7845.1436895132065,245,185,50.32562353215789,27.681081081081082,-44.436842079162595,153600,625,32.70888661657759,24.726062774658203,0.8335525393486023,-0.0016455084932385945,0.0003,82.84412920236588,0.2,0.002729959,0.0216015625,-0.5331445018574595,690,,
0.1188118811881188,-38.055988672346174,5120,24.07,-1.5143776732496916,49.01193316580996,-7753.613687038422,0.5365468518697015,31.40644997448772,31,-7687.309711813927,251,202,49.84962888329447,25.168316831683168,-37.119438819885254,158720,630,32.91455163067138,21.415491104125977,0.8378283381462097,-0.0016811013664118945,0.0003,81.30464291334152,0.2,0.0020255237,0.02255859375,-0.5600219317525625,700,,
0.11229946524064172,-42.890877729431196,5120,28.99,-1.560884092003107,53.710801290898104,-7991.726551055908,0.4405073551937557,35.060945509212964,32,-8020.594135403633,260,187,53.289261875662476,27.58823529411765,-44.78927654266357,163840,629,34.476318627192114,36.615482330322266,0.8228036761283875,-0.0021635115740355104,0.0003,90.34901372313499,0.2,0.0030434704,0.02560546875,-0.5566262263804674,710,,
0.1270718232044199,-42.75655064134967,5120,29.17,-1.513774264231324,50.605139745936754,-7750.52423286438,0.523837514751943,33.400615263794165,33,-7738.93566608429,269,181,50.86493902697376,28.116022099447513,-43.65415366888046,168960,627,33.012517593754716,74.58882904052734,0.8165363073348999,-0.0021758402552222835,0.0003,88.30743017673493,0.2,0.003237003,0.0383984375,-0.543360827639699,720,,
0.09375,-42.267299665138125,5120,28.34,-1.5473480440676213,54.09812842702975,-7922.421985626221,0.4540833409591821,35.35115839686162,34,-8115.32153570652,278,192,52.78800107135962,27.390625,-43.80738797068596,174080,625,34.380658861866536,14.799266815185547,0.8437051773071289,-0.0030253727847593835,0.0003,75.00528092861175,0.2,0.0050239554,0.0458984375,-0.577143575809896,730,,
0.12834224598930483,-42.23741737534018,5120,25.18,-1.563422528281808,52.13805666399158,-8004.723344802856,0.5200641295359508,32.75709999374181,35,-7898.397049188614,284,187,51.79655516132381,26.989304812834224,-39.710690509080884,179200,630,32.67503082819765,31.44176483154297,0.8306947350502014,-0.002631208606180735,0.0003,80.68878768205643,0.2,0.003542041,0.042578125,-0.5477507720515132,740,,
0.1286549707602339,-44.808111462676735,5120,26.55,-1.551492036320269,51.964804527524805,-7943.639225959778,0.48939601591432014,32.52579745371357,36,-7662.187060117722,293,171,52.235177184778834,28.98830409356725,-42.02486396074295,184320,628,33.480899382180446,29.49985122680664,0.8379546403884888,-0.0033051570458337664,0.0003,84.82439993023873,0.2,0.0022996701,0.03666015625,-0.5050173385068775,750,,
0.16759776536312848,-43.998803219315725,5120,29.43,-1.516938052419573,50.682496485214564,-7766.722828388214,0.5390009569600033,32.490692513395274,37,-7875.785776257515,301,179,50.78888340560322,28.810055865921786,-45.13370353460312,189440,627,32.9093508556443,16.425384521484375,0.8144382238388062,-0.002089174679713324,0.0003,90.08769845843315,0.2,0.0031070295,0.01978515625,-0.5167794109880924,760,,
0.12972972972972974,-43.54614820866971,5120,28.14,-1.5522989686578512,53.51397237304504,-7947.770719528198,0.5179974172595515,34.62860667136349,38,-8056.037418603897,308,185,53.311381234504694,28.17297297297297,-44.20835056424141,194560,631,34.77809693322173,62.14212417602539,0.8249660730361938,-0.0015201306239760015,0.0003,87.16485112309456,0.2,0.0026809762,0.0187109375,-0.5184841779991984,770,,
0.09424083769633508,-42.04942266354386,5120,26.64,-1.570029752328992,51.59726687602139,-8038.5523319244385,0.42172398803505073,33.128392656451055,39,-8031.439728736877,316,191,52.079891549524355,26.774869109947645,-41.53012926697731,199680,630,33.14882507782831,52.844871520996094,0.7949178814888,-0.0024436555441934614,0.0003,97.98278086900712,0.2,0.0033115824,0.0433203125,-0.4939484605193138,780,,
,,,,,,,,,,,,,,,,204800,,,53.109893798828125,0.8272761106491089,-0.002224252967425855,0.0003,81.96290825784206,0.2,0.0018057672,0.02423828125,-0.4570091632008553,790,16.4,-27.377393531799317
0.10362694300518134,-41.31289130541945,5120,27.09,-1.5542048238217832,52.539684462033016,-7957.528697967529,0.4503783021486633,34.30600384772321,40,-7973.388021945953,325,193,52.36991761158673,26.642487046632123,-41.328359384536746,204800,628,33.73443464564407,,,,,,,,,,,,
0.04926108374384237,-39.551470736564674,5120,23.98,-1.572548856213689,50.317676476563115,-8051.450143814087,0.40962352628181725,32.72490794486671,41,-8028.948559522629,334,203,52.65936311700616,25.0935960591133,-37.16203077316284,209920,627,33.61644138518136,41.354042053222656,0.8369700908660889,-0.0017350134588195942,0.0003,83.50132231593132,0.2,0.0023494184,0.032109375,-0.4761297579109669,800,,
